city,state,latitude,longitude,reverse_address,walkscore,bikescore,transitscore
elgin,illinois,42.035408399999994,-88.2825668,"113 S Grove Ave, Elgin, IL 60120, USA",88,83,50
antioch,california,38.0049214,-121.80578899999999,"1715 E 18th St, Antioch, CA 94509, USA",81,62,
palm bay,florida,28.034462100000006,-80.5886646,"2790 Palm Bay Rd NE, Palm Bay, FL 32905, USA",34,45,
high point,north carolina,35.955692299999995,-80.0053176,"154 S Main St, High Point, NC 27260, USA",59,60,
lowell,massachusetts,42.633424700000006,-71.31617179999998,"153 Hale St, Lowell, MA 01851, USA",77,56,54
manchester,new hampshire,42.995639700000005,-71.4547891,"195 Bridge St, Manchester, NH 03104, USA",88,61,
pueblo,colorado,38.2544472,-104.60914090000001,"CanAm Hwy, Pueblo, CO 81004, USA",25,60,
gresham,oregon,45.5098388,-122.4347334,"390 NW Burnside Rd, Gresham, OR 97030, USA",80,79,61
north charleston,south carolina,32.8771106,-80.01305140000001,"2500 City Hall Ln, North Charleston, SC 29406, USA",43,48,
san buenaventura (ventura),california,34.28049229999999,-119.2945199,"404 E Main St, Ventura, CA 93001, USA",82,77,
inglewood,california,33.9616801,-118.3531311,"202 E Manchester Blvd, Inglewood, CA 90301, USA",92,61,54
pompano beach,florida,26.2378597,-80.1247667,"621 N Dixie Hwy, Pompano Beach, FL 33060, USA",64,75,39
centennial,colorado,39.5807452,-104.87717260000001,"9445 E Dry Creek Rd, Centennial, CO 80112, USA",39,44,
west palm beach,florida,26.7153424,-80.0533746,"294 N Dixie Hwy, West Palm Beach, FL 33401, USA",96,89,
everett,washington,47.9789848,-122.2020795,"2000 Hewitt Ave, Everett, WA 98201, USA",91,59,
richmond,california,37.9357576,-122.3477486,"2235 Macdonald Ave, Richmond, CA 94801, USA",87,87,
clovis,california,36.8252277,-119.70291940000001,"508 4th St, Clovis, CA 93612, USA",73,79,
billings,montana,45.783285600000006,-108.50069040000001,"2415 Montana Ave, Billings, MT 59101, USA",83,65,
waterbury,connecticut,41.558152500000006,-73.0514965,"594 W Main St, Waterbury, CT 06702, USA",80,55,
broken arrow,oklahoma,36.060949,-95.7974526,"919 N Elm Pl, Broken Arrow, OK 74012, USA",53,53,
lakeland,florida,28.039465399999997,-81.9498042,"801 E Walnut St, Lakeland, FL 33801, USA",69,68,
west covina,california,34.0686208,-117.93895259999998,"705 S Sunset Ave, West Covina, CA 91790, USA",73,59,
boulder,colorado,40.0149856,-105.2705456,"1515 19th St, Boulder, CO 80302, USA",91,99,63
daly city,california,37.687924100000004,-122.47020790000002,"95 Washington St, Daly City, CA 94014, USA",83,45,
santa maria,california,34.953033700000006,-120.43571909999999,"2220 S Broadway, Santa Maria, CA 93454, USA",76,62,
hillsboro,oregon,45.5200114,-122.9365835,"101 NE Brookwood Pkwy, Hillsboro, OR 97124, USA",22,65,44
sandy springs,georgia,33.9304352,-84.3733147,"6395 Vernon Woods Dr NE, Atlanta, GA 30328, USA",37,27,37
norwalk,california,33.9022367,-118.08173300000001,"1182 Rosecrans Ave, Norwalk, CA 90650, USA",83,61,42
jurupa valley,california,33.9971974,-117.48548020000001,"3267 Van Buren Boulevard, Riverside, CA 92509, USA",46,40,
lewisville,texas,33.046233,-96.994174,"102 W Main St, Lewisville, TX 75057, USA",65,51,
greeley,colorado,40.42331420000001,-104.7091322,"909-919 19th Ave, Greeley, CO 80631, USA",55,67,
davie town,florida,26.076478299999998,-80.25211569999998,"University D/SW 36 S, Davie, FL 33328, USA",47,46,
green bay,wisconsin,44.51331879999999,-88.0132958,"414 E Walnut St, Green Bay, WI 54301, USA",82,93,44
tyler,texas,32.351260100000005,-95.3010624,"100 W Ferguson St, Tyler, TX 75702, USA",75,61,
league city,texas,29.5074538,-95.0949303,"111 FM518, League City, TX 77573, USA",55,57,
burbank,california,34.18083920000001,-118.30896609999998,"Burbank airport, Burbank, CA 91502, USA",89,67,
san mateo,california,37.562991700000005,-122.32552539999999,"2 E 3rd Ave, San Mateo, CA 94401, USA",96,77,
wichita falls,texas,33.913708500000006,-98.49338730000001,"Camp Graham bell, 601 Scott Ave, Wichita Falls, TX 76301, USA",61,62,
el cajon,california,32.7947731,-116.96252690000001,"124 S Magnolia Ave, El Cajon, CA 92020, USA",88,62,48
rialto,california,34.1064001,-117.37032350000001,"Riverside @ Foothill Sb Fs, Rialto, CA 92376, USA",78,57,38
davenport,iowa,41.5236437,-90.57763670000001,"416 N Harrison St, Davenport, IA 52801, USA",88,66,
south bend,indiana,41.676354499999995,-86.25198979999998,"Southbend airport, South Bend, IN 46601, USA",82,91,
las cruces,new mexico,32.3199396,-106.7636538,"1338 Lynx Trail, Las Cruces, NM 88001, USA",35,49,
vista,california,33.2000368,-117.2425355,"223 S Santa Fe Ave, Vista, CA 92083, USA",56,48,51
renton,washington,47.4796927,-122.2079218,"300 Burnett Ave S, Renton, WA 98055, USA",91,87,59
sparks,nevada,39.5349112,-119.7526886,"250 Pyramid Way, Sparks, NV 89431, USA",82,75,
allen,texas,33.1031744,-96.67055030000002,"112 W Main St, Allen, TX 75013, USA",62,71,
tuscaloosa,alabama,33.2098407,-87.56917349999998,"2436 University Blvd, Tuscaloosa, AL 35401, USA",72,62,
san angelo,texas,31.4637723,-100.4370375,"2 S Chadbourne St, San Angelo, TX 76903, USA",69,63,
vacaville,california,38.3565773,-121.98774440000001,"300-328 Elizabeth St, Vacaville, CA 95688, USA",84,53,
meridian,idaho,43.61210870000001,-116.39151310000001,"100 E Pine Ave, Meridian, ID 83642, USA",78,63,
kenosha,wisconsin,42.5847425,-87.82118539999998,"800 56th St, Kenosha, WI 53140, USA",91,76,
roanoke,virginia,37.270970399999996,-79.9414266,"18b Kirk Ave SW, Roanoke, VA 24018, USA",90,86,
albany,new york,42.65257929999999,-73.7562317,"Washington Ave & Hawk St - Capitol/Hawk Station, Albany, NY 12207, USA",93,58,69
boca raton,florida,26.3683064,-80.1289321,"2331 FL-808, Boca Raton, FL 33431, USA",48,63,
spokane valley,washington,47.6732281,-117.2393748,"12321 E Mission Ave, Spokane Valley, WA 99216, USA",43,40,38
orem,utah,40.2968979,-111.69464750000002,"15 State St, Orem, UT 84058, USA",82,68,
compton,california,33.8958492,-118.2200712,"298 E Compton Blvd, Compton, CA 90221, USA",86,70,
beaverton,oregon,45.4887993,-122.80133319999999,"12050 SW Canyon Rd, Beaverton, OR 97005, USA",94,85,71
erie,pennsylvania,42.12922409999999,-80.085059,"600 State St, Erie, PA 16507, USA",92,67,
lee's summit,missouri,38.9108408,-94.3821724,"210 SW 3rd St, Lee's Summit, MO 64063, USA",64,54,
lawrence,kansas,38.971668900000004,-95.23525009999999,"636 Massachusetts St, Lawrence, KS 66044, USA",82,79,
federal way,washington,47.3223221,-122.3126222,"S 312th St & Pacific Hwy S, Federal Way, WA 98003, USA",86,66,48
flint,michigan,43.012527399999996,-83.6874562,"815 Saginaw St, Flint, MI 48502, USA",71,72,
san marcos,california,33.1433723,-117.1661449,"236 W Mission Rd, San Marcos, CA 92069, USA",73,66,
rio rancho,new mexico,35.2327544,-106.66304369999999,"1500 36th Cir SE, Rio Rancho, NM 87124, USA",45,64,
sandy,utah,40.564978100000005,-111.8389726,"1853 E Sego Lily Dr, Sandy, UT 84092, USA",10,23,
mission viejo,california,33.596891299999996,-117.6581562,"27000-27060 La Paz Rd, Mission Viejo, CA 92692, USA",76,70,
brockton,massachusetts,42.083433500000005,-71.0183787,"34 School St, Brockton, MA 02301, USA",88,63,52
yuma,arizona,32.6926512,-114.62769159999999,"647-699 W 19th St, Yuma, AZ 85364, USA",70,86,
south gate,california,33.954737,-118.21201609999999,"Firestone / State, South Gate, CA 90280, USA",82,61,
new bedford,massachusetts,41.6362152,-70.93420499999998,"44-68 Cedar St, New Bedford, MA 02740, USA",85,66,47
hesperia,california,34.4263886,-117.3008784,"9646 Hesperia Rd, Hesperia, CA 92345, USA",57,47,
roswell,georgia,34.0232431,-84.36155550000001,"890 Atlanta St, Roswell, GA 30075, USA",73,49,
portsmouth,virginia,36.835425799999996,-76.29827420000001,"200 High St, Portsmouth, VA 23704, USA",69,60,
bend,oregon,44.058172799999994,-121.31530959999999,"Franklin at Wall, Bend, OR 97703, USA",96,74,
dearborn,michigan,42.3222599,-83.17631449999998,"13614 Michigan Ave, Dearborn, MI 48126, USA",95,62,
longmont,colorado,40.167206799999995,-105.10192749999999,"565 5th Ave, Longmont, CO 80501, USA",90,62,
sunrise,florida,26.1669711,-80.25659499999998,"7899 W Oakland Park Blvd, Sunrise, FL 33351, USA",61,66,
quincy,massachusetts,42.25287720000001,-71.0022705,"44 Saville Ave, Quincy, MA 02169, USA",89,59,76
livonia,michigan,42.36837,-83.35270969999998,"31441 Plymouth Rd, Livonia, MI 48150, USA",57,52,
lynn,massachusetts,42.46676300000001,-70.9494938,"555 Essex St, Lynn, MA 01902, USA",93,65,49
plantation,florida,26.1275862,-80.23310359999998,"480 Holly Ln, Plantation, FL 33317, USA",41,48,
lawton,oklahoma,34.6035669,-98.3959291,"514-548 SW D Ave, Lawton, OK 73501, USA",69,73,
yakima,washington,46.6020711,-120.5058987,"9 S 1st St, Yakima, WA 98901, USA",90,65,36
nampa,idaho,43.5788175,-116.55978,"17 12th Ave S, Nampa, ID 83651, USA",82,65,
chico,california,39.728494399999995,-121.8374777,"3199 plummer drive, Chico, CA 95928, USA",93,73,
carson,california,33.8316745,-118.28169299999999,"Carson St at Moneta Av, Carson, CA 90745, USA",68,58,
miami beach,florida,25.790654,-80.1300455,"1644 Collins Ave, Miami Beach, FL 33139, USA",94,73,60
santa monica,california,34.01945429999999,-118.4911912,"802 Santa Monica Blvd, Santa Monica, CA 90401, USA",91,90,79
carmel,indiana,39.978371,-86.1180435,"599 E Main St, Carmel, IN 46032, USA",41,69,
greenville,north carolina,35.612660999999996,-77.3663538,"201 S Summit St, Greenville, NC 27858, USA",77,69,
santa barbara,california,34.4208305,-119.69819009999999,"100 E De La Guerra St, Santa Barbara, CA 93101, USA",98,76,
concord,north carolina,35.4087517,-80.579511,"92 Union St S, Concord, NC 28025, USA",80,53,
edmond,oklahoma,35.6528323,-97.47809540000002,"200 S Blvd, Edmond, OK 73034, USA",85,62,
asheville,north carolina,35.5950581,-82.5514869,"1 S Pack Square, Asheville, NC 28801, USA",87,75,50
fishers,indiana,39.95675479999999,-86.01335,"8787 E 116th St, Fishers, IN 46038, USA",57,77,
redding,california,40.5865396,-122.3916754,"1289 CA-273, Redding, CA 96001, USA",71,85,30
westminster,california,33.75917570000001,-117.9897058,"14011 Beach Blvd, Westminster, CA 92683, USA",74,60,
tracy,california,37.7396513,-121.42522269999999,"22 Eleventh St, Tracy, CA 95376, USA",88,61,
deltona,florida,28.9005446,-81.26367379999998,"568 E Normandy Blvd, Deltona, FL 32725, USA",22,41,
menifee,california,33.6971468,-117.185294,"27234 Pinehurst Rd, Sun City, CA 92586, USA",12,33,
san leandro,california,37.7249296,-122.1560768,"1221 E 14th St, San Leandro, CA 94577, USA",94,70,
livermore,california,37.6818745,-121.7680088,"2788 S Livermore Ave, Livermore, CA 94550, USA",95,83,
edinburg,texas,26.3017374,-98.1633432,"100-146 N 10th Ave, Edinburg, TX 78539 N 10th Ave, Edinburg, TX 78539, USA",82,63,
suffolk,virginia,36.7282054,-76.5835621,"111 W Washington St, Suffolk, VA 23434, USA",80,62,
chino,california,34.0122346,-117.68894399999999,"13271 Central Ave, Chino, CA 91710, USA",76,56,
indio,california,33.7205771,-116.2155619,"83100 Indio Blvd, Indio, CA 92201, USA",70,66,
fall river,massachusetts,41.7014912,-71.1550451,"20 S Main St, Fall River, MA 02721, USA",93,60,48
bellingham,washington,48.7519112,-122.4786854,"206 W Champion St, Bellingham, WA 98225, USA",97,92,56
norwalk,connecticut,41.11774399999999,-73.4081575,"85 East Ave, Norwalk, CT 06851, USA",83,53,48
newton,massachusetts,42.337041299999996,-71.20922139999998,"1000 Commonwealth Avenue, Newton, MA 02459, USA",49,50,25
kirkland,washington,47.6768927,-122.20598329999999,"172 Central Way, Kirkland, WA 98033, USA",88,51,50
sugar land,texas,29.6196787,-95.6349463,"8100 US-90 ALT, Sugar Land, TX 77478, USA",39,49,
reading,pennsylvania,40.335648299999995,-75.9268747,"525 Penn St, Reading, PA 19601, USA",96,58,
nashua,new hampshire,42.7653662,-71.46756599999998,"9 Main St, Nashua, NH 03064, USA",93,54,
fort smith,arkansas,35.385924200000005,-94.3985475,"3103 Grand Ave, Fort Smith, AR 72904, USA",68,56,
citrus heights,california,38.7071247,-121.2810611,"7754 Mariposa Ave, Citrus Heights, CA 95610, USA",47,57,
hawthorne,california,33.9164032,-118.35257479999999,"El Segundo Bl & Hawthorne Bl, Hawthorne, CA 90250, USA",87,67,
waukegan,illinois,42.3636331,-87.84479379999998,"Jackson/Oak Crest, Waukegan, IL 60085, USA",65,58,
o'fallon,missouri,38.8106075,-90.6998477,"current location, O'Fallon, MO 63366, United States",57,51,
champaign,illinois,40.116420399999996,-88.2433829,"Champaign City Building, 102 N Neil St, Champaign, IL 61820, USA",92,80,58
ogden,utah,41.223,-111.9738304,"298 24th St, Ogden, UT 84401, USA",87,64,51
whittier,california,33.97917929999999,-118.032844,"13363-13399 Philadelphia St, Whittier, CA 90601, USA",88,55,
redwood city,california,37.485215200000006,-122.2363548,"1201 Brewster Ave, Redwood City, CA 94062, USA",87,88,
mount pleasant town,south carolina,32.8323225,-79.82842579999998,"1902-1914 N Hwy 17, Mt Pleasant, SC 29464, USA",54,62,
clifton,new jersey,40.858432799999996,-74.16375529999998,"169 Oak Ridge Rd, Clifton, NJ 07013, USA",35,34,
palm coast,florida,29.584452399999996,-81.20786989999998,"3 Central Pl, Palm Coast, FL 32137, USA",8,46,
newport beach,california,33.618882899999996,-117.9298493,"3600 Newport Blvd, Newport Beach, CA 92663, USA",83,68,
duluth,minnesota,46.78667189999999,-92.10048520000001,"100 W 1st St, Duluth, MN 55802, USA",84,66,55
bloomington,minnesota,44.840798,-93.29827990000001,"1498 W 90th St, Bloomington, MN 55431, USA",51,49,
alhambra,california,34.095287,-118.1270146,"Main / Garfield, Alhambra, CA 91801, USA",94,59,
fayetteville,arkansas,36.082156,-94.1718542,"896 W Lawson St, Fayetteville, AR 72703, USA",61,76,
danbury,connecticut,41.394816999999996,-73.45401109999999,"10 Library Pl, Danbury, CT 06810, USA",92,58,
hemet,california,33.7475203,-116.97196840000001,"172-100 S Inez St, Hemet, CA 92543, USA",72,65,
bloomington,indiana,39.165325,-86.52638569999998,"IU Maurer School of Law, 211 S Indiana Ave, Bloomington, IN 47405, USA",87,65,39
trenton,new jersey,40.2205824,-74.75971700000001,"300 E State St, Trenton, NJ 08608, USA",90,64,
hoover,alabama,33.405386699999994,-86.8113781,"2 Chase Corporate Center Dr, Hoover, AL 35226, USA",46,43,
largo,florida,27.909466499999997,-82.7873244,"716 Seminole Blvd, Largo, FL 33770, USA",63,59,
mission,texas,26.2159066,-98.3252932,"1000 N Conway Ave, Mission, TX 78572, USA",85,61,
st. george,utah,37.0965278,-113.5684164,"60 100 E, St. George, UT 84770, USA",64,77,25
conroe,texas,30.311876899999998,-95.4560512,"101 E Davis St, Conroe, TX 77301, USA",78,64,
johns creek,georgia,34.0289259,-84.19857900000001,"310 Morgan Hill Ct, Johns Creek, GA 30022, USA",16,13,
lake forest,california,33.6469437,-117.6861023,"Lake Forest-Trabuco, Lake Forest, CA 92630, USA",69,58,
avondale,arizona,33.4355977,-112.3496021,"14 E Western Ave, Avondale, AZ 85323, USA",78,65,
bryan,texas,30.674364299999997,-96.3699632,"101 N Texas Ave, Bryan, TX 77803, USA",70,63,
troy,michigan,42.6064095,-83.1497751,"5977 Livernois Rd, Troy, MI 48098, USA",36,43,
santa fe,new mexico,35.686975200000006,-105.937799,"646 W San Francisco St, Santa Fe, NM 87501, USA",82,65,
merced,california,37.3021632,-120.48296770000002,"1731 Canal St, Merced, CA 95340, USA",83,70,
buena park,california,33.8674044,-117.99813870000001,"Beach-Auto Center Drive, Buena Park, CA 90621, USA",69,63,
pleasanton,california,37.6624312,-121.8746789,"652 Main St, Pleasanton, CA 94566, USA",73,72,
cicero town,illinois,41.8455877,-87.7539448,"2504 S Laramie Ave, Cicero, IL 60804, USA",81,69,62
sioux city,iowa,42.4963416,-96.4049408,"600 Pierce St, Sioux City, IA 51101, USA",87,66,
melbourne,florida,28.0836269,-80.60810889999998,"800 E Seminole Ave, Melbourne, FL 32901, USA",71,63,
medford,oregon,42.3265152,-122.8755949,"161 N Fir St, Medford, OR 97501, USA",92,92,45
westland,michigan,42.32420399999999,-83.400211,"36435 Ford Rd, Westland, MI 48185, USA",54,74,
kennewick,washington,46.2086683,-119.119948,"127 W Kennewick Ave, Kennewick, WA 99336, USA",74,60,
longview,texas,32.5007037,-94.7404891,"200 US-80, Longview, TX 75601, USA",73,49,
mountain view,california,37.3860517,-122.08385109999999,"790 W El Camino Real, Mountain View, CA 94040, USA",85,92,53
somerville,massachusetts,42.3875968,-71.0994968,"109 Highland Ave, Somerville, MA 02143, USA",84,85,55
cranston,rhode island,41.7798226,-71.4372796,"899 Park Ave, Cranston, RI 02910, USA",86,60,34
farmington hills,michigan,42.4989936,-83.3677168,"32224 West 12 Mile Road, Farmington Hills, MI 48334, USA",54,47,
lynchburg,virginia,37.4137536,-79.14224639999998,"900 Church St, Lynchburg, VA 24504, USA",82,63,
lakewood,california,33.853626899999995,-118.13395630000001,"5247 Clark Ave, Lakewood, CA 90712, USA",78,63,
warwick,rhode island,41.700100899999995,-71.4161671,"181 Spring Grove Ave, Warwick, RI 02889, USA",38,52,21
auburn,washington,47.30732279999999,-122.22845320000002,"102 E Main St, Auburn, WA 98002, USA",90,71,41
brooklyn park,minnesota,45.0941315,-93.3563405,"Zane Ave N & Brooklyn Blvd, Brooklyn Park, MN 55443, USA",66,61,
deerfield beach,florida,26.318412300000002,-80.09976569999998,"185 E Hillsboro Blvd, Deerfield Beach, FL 33441, USA",75,75,
tustin,california,33.7420005,-117.82363909999998,"100 W Main St, Tustin, CA 92780, USA",84,63,
chino hills,california,33.989818799999995,-117.7325848,"3316 Eucalyptus Ave, Chino Hills, CA 91709, USA",42,43,
lawrence,massachusetts,42.7070354,-71.1631137,"370 Essex St, Lawrence, MA 01840, USA",94,59,
new rochelle,new york,40.9114882,-73.78235490000002,"270 North Ave, New Rochelle, NY 10801, USA",96,69,59
fort myers,florida,26.640628000000003,-81.87230840000001,"104 Tamiami Trail, Fort Myers, FL 33901, USA",75,63,
goodyear,arizona,33.4353394,-112.3576567,"101 W Western Ave, Avondale, AZ 85323, USA",53,63,
napa,california,38.2975381,-122.28686499999999,"853 Coombs St, Napa, CA 94559, USA",87,86,
springdale,arkansas,36.18674420000001,-94.1288141,"208-298 E Johnson Ave, Springdale, AR 72764, USA",72,54,
pharr,texas,26.1947962,-98.1836216,"100 W U.S. Hwy 83, Pharr, TX 78577, USA",84,61,
manteca,california,37.797427299999995,-121.21605259999998,"127 E Yosemite Ave, Manteca, CA 95336, USA",89,81,
alameda,california,37.7652065,-122.2416355,"Santa Clara Av:Park St, Alameda, CA 94501, USA",98,87,49
parma,ohio,41.404774200000006,-81.72290859999998,"5403 Snow Rd, Parma, OH 44129, USA",45,52,
new braunfels,texas,29.7030024,-98.1244531,"770 S Interstate 35, New Braunfels, TX 78130, USA",74,60,
plymouth,minnesota,45.01051939999999,-93.4555093,"13888 Olson Memorial Hwy, Plymouth, MN 55441, USA",37,57,
franklin,tennessee,35.9250637,-86.86888990000001,"106 3rd Ave N, Franklin, TN 37064, USA",70,63,
milpitas,california,37.4323341,-121.8995741,"419 CA-237, Milpitas, CA 95035, USA",69,76,
folsom,california,38.6779591,-121.17605829999998,"600-698 Sutter St, Folsom, CA 95630, USA",79,74,
bloomington,illinois,40.4842027,-88.99368729999998,"615 N Main St, Bloomington, IL 61701, USA",88,70,
perris,california,33.7825194,-117.22864779999999,"359-325 S D St, Perris, CA 92570, USA",83,56,
bellflower,california,33.881681799999996,-118.1170117,"17053 Bellflower Bike Trail, Bellflower, CA 90706, USA",70,80,
boynton beach,florida,26.531786600000004,-80.0905465,"1790 N Congress Ave, Boynton Beach, FL 33426, USA",55,52,
scranton,pennsylvania,41.408969,-75.66241219999998,"200-298 N Washington Ave, Scranton, PA 18503, USA",94,68,
racine,wisconsin,42.7261309,-87.78285230000002,"614 Main St, Racine, WI 53403, USA",89,85,
lake charles,louisiana,30.226594899999995,-93.21737579999999,"949 Ryan St, Lake Charles, LA 70601, USA",56,60,
upland,california,34.09751,-117.64838759999999,"308B N 2nd Ave, Upland, CA 91786, USA",83,76,
baytown,texas,29.735504700000003,-94.9774274,"810 W Texas Ave, Baytown, TX 77520, USA",65,59,
loveland,colorado,40.397761200000005,-105.0749801,"601 Cleveland Ave, Loveland, CO 80537, USA",66,74,
layton,utah,41.0602216,-111.9710529,"280 W Gentile St, Layton, UT 84041, USA",58,62,
flower mound town,texas,33.0145673,-97.0969552,"2200 Whispering Oaks, Flower Mound, TX 75022, USA",5,22,
hammond,indiana,41.583368799999995,-87.5000412,"7141 Columbia Ave, Hammond, IN 46324, USA",49,64,
gastonia,north carolina,35.262082,-81.18730049999998,"176 W Franklin Blvd, Gastonia, NC 28052, USA",68,56,
st. joseph,missouri,39.767457799999995,-94.846681,"1001 Francis St, St Joseph, MO 64501, USA",81,48,
baldwin park,california,34.0852868,-117.96089779999998,"3972 Maine Ave, Baldwin Park, CA 91706, USA",87,58,
gary,indiana,41.6020403,-87.3371523,"10 E 5th Ave, Gary, IN 46402, USA",61,62,
wyoming,michigan,42.9133602,-85.7053085,"2801 Burlingame Ave SW, Wyoming, MI 49519, USA",64,53,
san ramon,california,37.7799273,-121.9780153,"San Ramon Valley Blvd Between Fostoria Way, San Ramon, CA 94583, USA",62,64,
jonesboro,arkansas,35.84229670000001,-90.704279,"201-299 S Main St, Jonesboro, AR 72401, USA",66,58,
kalamazoo,michigan,42.291706899999994,-85.5872286,"348 W Michigan Ave, Kalamazoo, MI 49007, USA",90,74,
iowa city,iowa,41.6611277,-91.5301683,"10 S Gilbert St, Iowa City, IA 52240, USA",93,79,
bethlehem,pennsylvania,40.6259316,-75.37045789999998,"833 Linden St, Bethlehem, PA 18018, USA",80,61,
cedar park,texas,30.505197999999996,-97.82028879999999,"406 Old Mill Rd, Cedar Park, TX 78613, USA",47,47,
arlington heights village,illinois,42.0883603,-87.98062650000001,"112 E Euclid Ave, Arlington Heights, IL 60004, USA",76,78,
union city,california,37.59339179999999,-122.0438298,"Alvarado-Niles Rd & Dowe Av, Union City, CA 94587, USA",53,55,
bolingbrook village,illinois,41.69864159999999,-88.0683955,"Rte 53 & Briarcliff Rd, Bolingbrook, IL 60440, USA",73,59,
warner robins,georgia,32.6130007,-83.624201,"205 S Pleasant Hill Rd, Warner Robins, GA 31088, USA",43,51,
evanston,illinois,42.0450722,-87.68769689999998,"1511 Ridge Ave, Evanston, IL 60201, USA",88,90,56
appleton,wisconsin,44.2619309,-88.41538469999998,"638 W College Ave, Appleton, WI 54911, USA",87,67,
camden,new jersey,39.9259463,-75.1196199,"1535 Broadway, Camden, NJ 08104, USA",72,61,
temple,texas,31.0982344,-97.342782,"18 N 3rd St, Temple, TX 76501, USA",74,66,
missouri city,texas,29.6185669,-95.5377215,"1531 Hwy 90 Alt, Missouri City, TX 77489, USA",30,44,
rapid city,south dakota,44.0805434,-103.2310149,"803 St Joseph St, Rapid City, SD 57701, USA",83,91,
rochester hills,michigan,42.65836609999999,-83.14993220000001,"805 Dickson Ln, Rochester Hills, MI 48307, USA",12,34,
schaumburg village,illinois,42.0333607,-88.0834059,"314 N Pleasant Dr, Schaumburg, IL 60194, USA",38,77,
rancho cordova,california,38.5890723,-121.302728,"10400-10416 Folsom Blvd, Rancho Cordova, CA 95670, USA",74,66,42
turlock,california,37.494656799999994,-120.84659409999999,"111 N Golden State Blvd, Turlock, CA 95380, USA",81,65,34
missoula,montana,46.8721284,-113.9940314,"248 N Higgins Ave, Missoula, MT 59802, USA",94,100,54
southfield,michigan,42.473368799999996,-83.2218731,"18100-18130 W 10 Mile Rd, Southfield, MI 48075, USA",56,53,
albany,georgia,31.578507399999996,-84.15574099999998,"323-399 Pine Ave, Albany, GA 31701, USA",59,61,
apple valley town,california,34.5008311,-117.18587590000001,"21910 Outer Hwy 18 N, Apple Valley, CA 92307, USA",39,48,32
rock hill,south carolina,34.9248667,-81.02507840000001,"223 E Main St, Rock Hill, SC 29730, USA",65,59,
pasco,washington,46.2305049,-119.09223159999999,"430 W Lewis St, Pasco, WA 99301, USA",81,59,
bismarck,north dakota,46.808326799999996,-100.7837392,"514 E Thayer Ave, Bismarck, ND 58501, USA",81,63,
new britain,connecticut,41.6612104,-72.77954190000001,"110 Franklin Square, New Britain, CT 06051, USA",81,63,
waukesha,wisconsin,43.0116784,-88.2314813,"294 W Main St, Waukesha, WI 53186, USA",74,84,
jacksonville,north carolina,34.7540524,-77.43024140000001,"111 US-17 BUS, Jacksonville, NC 28540, USA",52,69,
lafayette,indiana,40.4167022,-86.87528689999998,"12 Grant St, Lafayette, IN 47904, USA",65,66,41
decatur,illinois,39.84031470000001,-88.9548001,"101-199 E Wood St, Decatur, IL 62523, USA",70,67,
pittsburg,california,38.027976200000005,-121.88468059999998,"160 E 10th St, Pittsburg, CA 94565, USA",62,59,
pawtucket,rhode island,41.878710999999996,-71.38255579999998,"119 Roosevelt Rd, Cumberland, RI 02864, USA",87,56,49
flagstaff,arizona,35.1982836,-111.651302,"122 US-180, Flagstaff, AZ 86001, USA",91,99,
lauderhill,florida,26.1403635,-80.2133808,"4721 NW 12th St, Lauderhill, FL 33313, USA",42,51,
gulfport,mississippi,30.367419800000004,-89.0928155,"1300-1310 25th Ave, Gulfport, MS 39501, USA",61,62,
redlands,california,34.055569299999995,-117.1825381,"18 E Citrus Ave, Redlands, CA 92373, USA",83,74,
frederick,maryland,39.41426879999999,-77.41054090000002,"3 E Patrick St, Frederick, MD 21701, USA",97,86,
passaic,new jersey,40.8567662,-74.12847640000001,"Passaic Ave at Paulison Ave, Passaic, NJ 07055, USA",95,52,58
wilmington,delaware,39.744655,-75.54839090000002,"838 N Market St, Wilmington, DE 19801, USA",97,59,63
kissimmee,florida,28.291955699999995,-81.40757099999998,"Robards Number Four Heliport, Kissimmee, FL 34746, USA",72,71,
lynwood,california,33.930293,-118.21146029999998,"11171 Long Beach Blvd, Lynwood, CA 90262, USA",89,63,
maple grove,minnesota,45.072464200000006,-93.4557877,"6439 Berkshire Ln N, Maple Grove, MN 55311, USA",30,67,
south jordan,utah,40.5621704,-111.929658,"South Jordan Pkwy @ 1330 W, South Jordan, UT 84095, USA",45,58,25
weston,florida,26.100365399999998,-80.3997748,"33332, Weston, FL 33327, United States",9,41,
canton,ohio,40.79894729999999,-81.378447,"101-199 Mckinley Ave SW, Canton, OH 44702, USA",88,71,
georgetown,texas,30.633261800000003,-97.67798420000001,"1202 S Austin Ave, Georgetown, TX 78626, USA",80,63,
north richland hills,texas,32.8342952,-97.22890290000001,"4800 Blaney Ave, North Richland Hills, TX 76180, USA",28,49,
union city,new jersey,40.779545500000005,-74.02375119999998,"4501 Bergenline Ave, Union City, NJ 07087, USA",97,60,85
st. charles,missouri,38.7881062,-90.4974359,"1714 Watson St, St Charles, MO 63301, USA",53,41,
homestead,florida,25.468722399999997,-80.4775569,"180 S Flagler Ave, Homestead, FL 33030, USA",86,85,43
walnut creek,california,37.9100783,-122.06518190000001,"2225 N Main St, Walnut Creek, CA 94596, USA",83,61,
woodbury,minnesota,44.923855200000006,-92.9593797,"1670 Queens Dr, Woodbury, MN 55125, USA",62,77,
davis,california,38.5449065,-121.74051670000001,"615 3rd St, Davis, CA 95616, USA",77,100,44
